bo,title,genres,budjet,year,rating,peoplesID,mid,date
49484,L'heure d'?t?,"Drama,Family",5739360,2008,3631|7.1|0000012210,|10192|47653|49065|50119|53111|53112|57424|57950|71089|4767|76083|77043|81136|85537|106959|111822|113561|113634|129430|133358|137441|137886|155288|160610||174198|175051|176945|183456|183709|200120|200121|208039|210434|217387|220252|222579|224013|232177|20439|22508|25609|25610|10192|1188,5666,2009/5/17
7818,The Manzanar Fishing Club,"Adventure,Documentary,History,War",0,2012,16|6.3|....021121,|40792|82101|153045|3848|7259|190212|216976|611|22327|24796|14145|35596|14145|611,8031,2012/3/30
6153075,Elizabeth: The Golden Age,"Biography,Drama,History",55000000,2007,38298|6.8|0000013100,7909|24304|13302|47874|48590|49489|50477|50565|50680|55989|56851|57034|58468|60607|61750|68009|73762|79361|79547|81347|84733|85758|87452|94398|95224|96594|96870|107501|108726|111451|116335|118265|121497|126396|30844|133605|134323|136899|138871|139156|33107|142839|143869|147144|148780|150561|151475|152228|152547|153209|155908|3937|6581|173038|174553|177109|181350|188511|189115|193630|197081|200164|200976|204952|206172|208846|209236|209377|212228|226369|229589|232295|16739|18350|18516|21315|23910|24304|32406|12319|20,4346,2007/10/14
9520,La ci?naga,"Comedy,Drama",0,2001,2055|6.9|0000012111,|12883|44695|49323|55728|121699|158822|159770|160223||171811|172784|173838|175161|175808|186621|206297|212236|15193|23290|29676|31007|31304|35156|12883|649,2391,2001/10/7
6637830,Get Carter,"Action,Crime,Drama,Thriller",40000000,2000,19484|4.8|0001211000,9909|41362|28926|17117|60304|60650|61083|62287|66831|10985|72630|75159|12351|106306|108079|108551|117604|122054|131968|140867|141393|143031|143999|148350|150807|14300|152381|4052|175824|181118|188523|192001|205803|211118|211308|220479|226375|15430|16832|18093|18094|18175|22356|22772|24445|29329|32399|33327|34478|35305|35907|12351|1080,2126,2000/10/8
31533,No End in Sight,"Documentary,War",2000000,2007,5776|8.2|0000001222,|11405|45870|50045|50267|52735|57222|59287|61903|63014|63866|71190|73417|76021|78191|78402|78960|83599|83625|83863|86259|93651|95798|96245|97233|98599|102914|118051|123134|128878|129234|131727|132901|133917|134101|140442|141416|14051|146740|148640|154836|157411|164170|165595|166689|6267|174161|191058|218397|231599|15413|11405|11628|28452|36889|37089|11405|2933,5875,2007/7/29
146838,Tambi?n la lluvia,"Drama,History",0,2010,5465|7.2|0000012311,8393|41258|44770|48244|57168|60958|62853|69149|69308|75875|76744|80518|22162|107195|122170|128646|128661|140140|143227|152581|156861|5402|179669|180000|6317|215453|221327|226690|15359|16512|22883|27870|27948|38493|10471|516,7114,2011/2/27
3173,Mary Jane's Not a Virgin Anymore,Drama,50000,1998,86|5.8|1.00111001,|12157|43961|53689|67363|68645|70289|71459|869|74827|77359|81346|86710|91621|95795|97710|105316|105732|111135|12876|115937|120384|120591|122020|129062|138346|150503|152423|164390|5663|169662|169700|15445|181369|184410|187862|190816|197386|24986|220755|221631|225934|9644|226409|227126|15445|24986|12157|28422|34769|12157|869,626,1998/6/14
446768,Nicotina,"Action,Comedy,Crime,Drama",0,2003,2492|6.6|0000012200,8154|33295|48184|68280|85245|96764|108174|27924|121793|127767|128802|150001|153514|158759|166859|168577|4522|173115|174029|189138|191693|206642|229626|18534|18767|22813|24808|27870|28722|13812|33295|34962|36907|13812|1540,3483,2004/8/22
155560,Seraphim Falls,"Action,Drama,Thriller,War,Western",18000000,2006,17427|6.7|0000023100,9567|40842|14660|47025|15536|49726|50427|16616|54366|17536|63760|67388|68149|71806|75074|76858|80465|84826|85528|85533|92786|95166|100056|106766|107642|112666|121947|125034|126461|127177|135563|139281|145133|147917|150061|152486|153635|161923|163897|165167|167934|5116|177043|194096|195224|12105|227071|233488|19744|21590|27544|37858|14660|3489,5151,2007/1/28
4719,And Then Came Love,"Comedy,Romance",989000,2007,333|4.2|1001110001,7685|25158|16010|53762|54959|66275|66414|69993|85377|88699|99637|123925|125277|132700|150438|159864|160237|162872|5847|169332|174185|177721|178431|182865|186072|186683|190219|190989|193059|195052|201246|205671|207138|210128|211996|214386|232578|232579|37711|16010|25158|28665|36933|37711|14006|2434,5627,2007/6/1
28327,La ni?a santa,Drama,1400000,2004,2115|6.7|0000012101,9729|39776|12883|47445|47814|52340|53148|60148|62453|62750|62975|72946|85801|114072|114270|121699|126853|133642|137750|141959|143411|143953|149655|151848|156715|158513|4995|169417|173264|180705|184550|186621|187448|187939|192848|195318|205877|206666|208001|212236|223162|228339|232252|232560|236936|15332|10090|19244|22167|22408|26301|31382|32169|32775|35156|36571|12883|2343,3094,2005/5/1
273170,Taxi 2,"Action,Comedy,Crime",13936089,2000,26185|6.3|0000122100,9390|10391|45115|51760|52003|52274|52278|10391|55843|56289|57429|59524|63031|64027|64232|64668|67659|73086|73390|74896|76783|78521|78795|84415|86653|87845|88431|93060|93782|93896|95118|100224|5|102923|106141|108195|108263|113242|113430|118840|121850|123127|123473|124267|124298|124831|125714|125745|126937|127950|129864|131841|132731|133706|135662|137083|144193|145337|153071|155263|158281|166682|5613|175409|178067|181473|212613|214756|218427|221913|225208|230321|234620|10391|23151|31922|31923|12488|3327,1913,2000/10/8
13528,4 Little Girls,"Documentary,History",0,1997,1603|7.7|0000001212,||44167|51440|53524|56282|56901|57596|63116|65836|66578|19255|68452|68515|70720|78595|90243|94288|95447|97519|101633|103618|12612|115046|118370|118371|134142|135790|147255|159309|161358|161417|163666|166137|167191|4170|175604|176353|176436|180737|180772|181957|183089|189887|194200|197762|200993|201051|205328|209484|209608|209610|213158|214331|214335|216700|221004|221043|226508|229675|229951|234146|234390|234885|21669|22636|12612|29019|30261|31628|12612|1861,743,1997/7/13
5307922,Post Grad,"Comedy,Romance",15000000,2009,7876|5.2|0001221000,9913|40114|47669|47906|65049|65942|69758|73242|81345|85042|86881|90780|12356|104525|108608|115191|127185|128445|129910|132464|137725|139226|143215|146015|147745|152402|154969|154977|155135|166107|4069|174611|175709|177044|177221|186950|188389|193300|196101|199116|200643|206159|209208|220048|229178|16447|18853|28882|29039|31635|13723|12207|2313,6406,2009/8/30
23195,Fighting Words,"Drama,Romance",2500000,2007,83|4.1|1000000004,9938|11297|45374|66379|69689|72674|76324|78071|95347|99308|107604|130238|130245|135305|137545|5|148697|151075|153822|158529|163281|164240|164373|164754|166059|167125|168263|4117|173288|177973|182401|183447|183711|185204|188060|192282|193793|195026|197230|198848|5|21348|27801|32557|38227|38348|11297|1396,3634,2007/4/29
10,Amounting to Nothing,Comedy,5000,2011,,|12758|45672|46672|53596|68717|75385|75902|85060|23656|90401|106450|106935|107406|107802|12758|116977|122175|123598|130363|131506|133674|134934|138699|138939|140673|142389|143121|145774|148814|153937|155331|4550|174207|178322|180338|188244|192607|193993|197635|214333|215220|217388|220926|221874|222591|226814|230916|483|23656|12758|35637|12758|483|3025,7767,2011/7/29
138311,Dominion: Prequel to the Exorcist,"Drama,Horror,Thriller",30000000,2005,5640|5.3|0001121000,9408|39002|39285|37841|54179|54299|58303|60204|60895|61975|68161|81933|100939|104772|113872|114149|114709|118259|119713|124063|128760|129118|137072|143199|34646|160956|161922|3987|5|6573|173215|179405|185571|231817|28850|29782|32602|32609|33551|14028|3350,4775,2005/5/22
9281,Rare Exports,"Action,Comedy,Fantasy",2540971,2010,12507|6.7|0000012200,9626|11931|40588|25298|42221|46204|60082|76827|78211|81138|87748|96243|97107|97108|97836|100529|100548|103839|104960|106094|110270|126505|126961|128274|131227|131228|131235|134395|142538|148335|148461|153098|156577|156578|157877|6886|6887||15849|16878|21801|25298|30343|34664|11931|2544,7075,2010/12/5
12201710,The Back-up Plan,"Comedy,Romance",35000000,2010,24732|4.9|0001111000,9266|38649|44165|46717|49164|55932|60834|63705|69025|72282|81577|84007|85203|86317|92779|5|103533|104122|107634|112514|116180|116495|120189|127413|127715|128261|140347|142841|149212|162634|162641|163001|163725|7222|168733|168883|172638|173033|173497|174548|174654|176979|181568|181624|184416|190962|192243|193568|198847|198912|198992|199006|199061|203448|205360|205362|27778|205842|205906|208824|210610|211010|211459|217044|217336|217548|218019|218113|224716|225543|233675|16890|16979|17007|18923|25253|27496|36155|13608|2770,6611,2010/4/25
126964,Legendary,"Drama,Sport",0,2010,2737|5.8|0000111101,7844|42384|47357|47674|47675|51573|53703|57032|58650|62780|63452|67930|68017|68020|69023|74549|76806|78036|78247|82851|22635|87323|87383|88058|90504|92807|93753|95054|95286|106510|107826|108199|108212|121829|127447|127752|128109|132980|42384|133923|143161|143542|143769|145583|145796|148860|149111|149281|153264|159493|160310|162490|163472|163690|165552|5497|172994|176487|177781|180133|180236|182182|192577|198692|203740|207919|210373|211037|211670|214063|219789|223577|228791|230820|231373|236773|236914|16135|17992|24281|31159|11021|3831,7396,2010/9/12
70052004,Night at the Museum: Battle of the Smithsonian,"Action,Adventure,Comedy,Family,Fantasy",150000000,2009,66926|5.9|0000122000,9702|11578|40763|27248|44165|45337|49039|16218|53241|53716|59910|18387|63887|63952|64623|19147|67702|68068|73631|76537|79850|80961|81841|82922|11578|83672|84330|11618|87258|87901|5152|89314|91071|24010|24224|95082|95254|97962|99000|99626|99627|25302|99628|101090|101178|108543|108845|27248|41351|12661|113012|113678|115464|122606|122925|123859|125185|127949|128999|134129|134675|135466|139226|143699|149572|150449|14341|155954|158430|161877|37701|37766|165432|165682|6963|7189|168934|170357|193362|197828|199521|204571|204572|207740|208622|211446|213201|216654|223650|229328|16118|10887|19655|23592|12661|28147|28902|28943|31981|33297|34924|37732|10730|12661|3097,6257,2009/5/24
39293341,Mr. Popper's Penguins,Comedy,55000000,2011,38470|5.9|0000122100,9474|10109|38702|38703|29773|43205|51105|51970|55766|60110|60730|18212|63376|63814|64074|64845|66247|66414|67646|69434|71848|11763|89726|94967|101899|102110|105638|107138|110160|115019|115818|118142|121070|122073|127637|127963|128804|145507|147233|151630|151748|153930|157903|165283|165514|5604|169209|172374|178363|183112|192934|196634|196696|201140|202397|203113|205787|209394|210162|19739|19796|21415|21434|22926|30115|36415|14740|14740|166,7067,2011/6/26
20584908,Contact,"Drama,Mystery,Sci-Fi,Thriller",90000000,1997,126920|7.3|0000012211,8607|20553|40305|23778|33246|44725|44793|44893|45331|46205|47968|49493|52678|53001|54502|55252|56578|57148|57852|59679|62896|63986|64213|65441|69825|70168|72315|74720|76421|76810|79530|80937|83121|83637|84909|85147|87935|88695|89953|90959|93441|93859|94428|96166|99316|100109|101184|103610|103618|108506|109034|110795|110988|27856|112645|112658|115455|115900|116812|28794|118437|121855|122821|122830|125379|126227|126393|126721|127982|128023|134406|134598|137203|137620|138718|140247|142873|146350|147578|148407|148697|149639|150663|152411|153767|153991|155560|155567|158780|159600|7407|164400|165159|165299|37957|167947|6963|169716|170776|170856|171860|172578|172686|173930|180296|181096|182803|183083|185283|20553|187998|188312|11484|200253|200453|202390|207031|212434|212850|213055|217196|217270|217980|225244|226812|228549|235005|17269|17301|20553|30603|31691|33246|35169|14964|14964|442,813,1997/7/13
1370,Sparkler,"Comedy,Drama",0,1997,336|5.3|1000110001,9561|39869|14317|66117|76920|83526|87854|91288|92516|25858|132063|132179|134618|145911|161424|6756|170756|172760|178275|178492|183653|185254|24958|198611|202805|204399|207947|215455|218709|220548|222325|227050|228474|230706|235199|235682|236445|15409|17540|17993|23164|24966|28838|29278|30366|36090|14317|3437,1307,1999/3/21
5722039,Adventureland,"Comedy,Drama,Romance",0,2009,87235|6.9|0000013200,9797|13182|46437|46474|15976|49874|53157|54240|57403|59697|64119|64844|65038|65882|68629|73439|73809|76559|78009|80990|85220|87231|89269|89314|90547|94718|99799|101081|105563|114740|115835|116830|117156|117504|119812|121918|126862|128577|129435|129613|130961|132344|136292|32359|140695|142941|143796|13998|148612|148614|151017|151254|157747|161840|163107|167894|5|169809|170410|174231|177990|180745|183118|187983|188352|188879|195872|24482|196632|202851|202964|204514|206401|206953|217239|221900|222993|223942|227841|232667|37597|15976|18139|21350|24481|24495|26041|36197|13182|3306,6284,2009/4/5
46146546,Cloverfield,"Action,Sci-Fi,Thriller",25000000,2008,205105|7.2|0000012211,9033|11675|44165|54202|54747|58062|17727|62812|18965|69494|71284|78979|84515|84907|87602|87742|87965|94412|99287|101413|102673|102854|102912|12443|107833|108124|111046|112293|115518|118179|120443|123424|126031|129014|138022|138925|138946|140710|150439|150777|157542|159538|160580|167303|167419||170409|176803|177590|177971|178500|180676|187589|203145|205900|208333|211010|212378|230612|7506|236515|10019|16155|17783|18794|32460|13713|347,6218,2008/1/20
613485,The Guru,"Comedy,Fantasy,Music,Romance",11000000,2002,11396|5.4|0001121000,8016|40816|45796|50901|51088|53415|53631|61000|63786|63860|64595|68640|69825|73805|78071|79484|80888|81800|82455|88814|23395|90924|94651|100629|101867|102277|105511|106845|108135|109550|109936|114110|115216|115599|115823|12943|117072|117358|6059|118403|118864|119219|120031|120920|122257|13174|124442|127326|127801|135007|135731|136199|138498|140255|145830|148142|153271|156129|36316|159518|167217|4329|171368|172068|172479|173015|174833|176168|176737|177225|178277|178840|180442|181818|183933|191103|192102|193557|194677|197899|198065|28199|212383|213641|215985|217083|219482|221363|222260|223988|224537|224542|224655|224660|224761|226128|227359|229093|229950|230511|36552|231805|233769|234193|235047|16739|18516|18528|19405|21315|23910|12319|27741|14664|781,2855,2003/2/2
6583000,Pet Sematary II,"Action,Horror,Thriller",8000000,1992,9225|4.4|0011110000,9702|42171|46948|53998|58097|74243|76008|76276|78039|80019|80166|82501|95144|95986|117787|121123|130155|131200|136430|140265|141491|159547|5095|184107|188695|205829|209537|211058|230934|233379|235616|236772|34605|12547|502,202,1992/8/30
11015226,Sweet November,"Drama,Romance",40000000,2001,45514|6.4|0000012101,8062|43607|43910|45067|48010|49720|52245|52267|59075|60507|71423|79739|84480|88328|93596|24874|97110|25147|98714|100271|102643|105097|105384|105385|107090|109091|109685|115064|116600|128139|32229|140455|166907|167287|7512|170018|170304|171226|178385|181569|181897|186552|187049|190416|192116|201727|204314|208085|209289|218673|35976|231157|233855|234105|236648|20823|21116|25646|32341|35378|35379|37107|13354|1879,2310,2001/2/18
10718520,Child's Play 2,"Horror,Mystery,Thriller",13000000,1990,18286|5.3|0001221000,9641|12832|56836|74452|84480|87034|88193|91394|105478|112620|119063|119503|134909|139744|141844|43071|151589|160302|166367|6637|169165|186579|192185|221901|236445|17600|26127|29833|12538|736,15,1990/11/11
3746,Unknown,"Crime,Drama,Mystery,Thriller",3700000,2006,19099|6.5|0000123100,7626|43687|17117|10532|57118|60380|62439|62650|63403|68167|103717|26914|119929|123424|126011|30970|131559|132508|139590|139658|140304|145399|147104|148291|149517|152075|159488|164742|6136|173119|183868|192698|199327|211871|212394|217572|236019|18520|20025|20026|20295|25111|26914|27399|29766|31037|33795|33803|36757|38257|10532|3788,4790,2006/11/5
7523,Ocean of Pearls,Drama,750000,2008,206|6.5|0000011113,9918|13271|42404|44301|49143|51146|51990|60928|65581|81382|89655|91400|109668|118864|122490|168200|7205|180191|181455|182609|189700|208922|209955|211113|213927|215497|218762|219588|223293|225125|228233|229755|17825|20482|23508|26719|30185|33828|13271|3356,5778,2009/8/7
311194,Before Sunset,"Drama,Romance",10000000,2004,83467|8|0000001222,8116|4658|11903|41166|2012|72042|5|73653|78060|11903|130916||4658|204224|217671|217873|19292|2012|34707|37049|2012|755,3981,2004/7/4
7820536,Half Past Dead,"Action,Crime,Thriller",13000000,2002,9437|4.2|1011110000,8624|13487|16265|52323|54903|55820|55821|56410|57223|58539|58957|60572|18071|18589|66807|76064|77551|84098|85602|85675|89121|89134|96435|97772|103647|5|107088|110285|110976|113213|116540|117696|124234|127842|13487|133267|141389|33890|153027|153861|156966|160577|162950|163160|165669|4052|179842|184268|188169|199583|203061|5|216692|223998|230149|20745|20943|21732|22007|22735|24378|24445|33327|33740|33890|33981|35184|35305|38115|13487|3226,3057,2002/11/17
9122714,Rookie of the Year,"Comedy,Family,Fantasy,Sport",0,1993,11382|5.6|0000121000,8554|40526|46244|46673|48076|49189|50131|50211|51364|51680|16627|55439|55501|56670|57220|57266|17623|59678|60966|63087|66730|68550|19574|70297|72987|73524|74139|74727|75459|75935|76503|77989|79517|80643|81083|84136|86121|86672|88482|89634|90065|23733|92113|93435|95164|95330|95373|100303|102015|106322|108775|110366|116323|119153|120096|125823|133557|140004|142773|142931|143456|147513|148605|14324|151892|159194|159278|161011|163420|165138|4500|172946|178376|179403|182574|183119|195628|197841|212212|227683|15147|17497|23733|34771|14324|1290,282,1993/7/11
26815,Blonde and Blonder,"Comedy,Crime",8000000,2008,2488|2.9|3110000001,9734|15457|11844|40952|31057|44146|47770|52773|54625|54666|57130|58512|63021|78574|78576|82125|87207|11844|98466|99174|106305|109698|112283|114136|117141|118002|125497|133664|135318|138922|144944|154829|157904|162156|3886|15473|173484|181565|184998|187725|215303|220434|232176|234756|15457|15473|16114|11844|26874|28016|31836|34186|34625|35703|37643|11844|2289,5835,2008/1/20
58589,Damsels in Distress,"Comedy,Drama,Romance",0,2011,3934|5.9|0000111100,9916|14342|47160|48556|16199|51810|54428|57781|58211|59275|59295|67022|68179|69425|110902|113260|119577|124598|125859|152065|164667|165964|166810|7100|178910|178911|180686|184075|185458|185472|186241|187574|188395|11620|193399|193623|197778|200977|206538|212418|217898|224880|230312|20227|25007|32795|14342|36627|14342|982,7616,2012/4/8
19030,Delirious,"Comedy,Drama,Romance",5000000,2006,4189|6.5|0000022100,8242|852|45502|47518|54780|57001|57157|58230|10646|66159|39532|4528|68486|69322|69434|76118|78178|86953|87970|88780|23395|89022|93229|102104|108361|5864|121516|130259|132519|133172|147106|152216|152820|157590|14689|162833|6810|170102|173104|180527|184544|20545|187839|22374|191894|194052|199898|201295|203428|205409|209664|212614|213603|213775|216670|219558|219883|220272|223523|230110|232452|16011|19860|20477|21569|24580|26750|27365|30070|33287|37263|38363|38375|852|814,4334,2007/8/19
5273395,Prelude to a Kiss,"Comedy,Fantasy,Romance",0,1992,5040|5.4|0001221000,8514|12746|15974|51686|61404|61836|62835|67664|78755|82611|85080|95667|96215|98964|110287|110768|120289|124919|127940|138333|138436|144617|14562|161345|164192|6947|169438|172648|184577|185727|191510|193271|211444|212723|215969|217095|220484|33157|23265|27408|12746|29237|30635|13732|33646|13732|736,204,1992/7/10
2181,Battle for Haditha,"Drama,History,War",0,2007,4773|6.9|0000012211,|10580|24341|35900|44026|44079|44080|44122|44310|44691|44986|45227|45230|45285|45551|45759|45761|45785|45788|45789|45791|46200|46220|46481|46607|48247|48273|49403|51269|55788|60021|62911|71079|73436|73607|80330|81137|82291|82292|82293|82294|82768|84604|84607|84616|84895|89547|89893|89914|89915|89916|90171|91386|91387|92553|93426|96204|97029|97225|97394|97868|98281|98282|100945|101290|101305|102904|102909|103119|104390|104805|104806|106500|113312|113329|113514|113517|113924|115379|115624|118148|118831|123624|123625|123626|123627|124287|124592|124904|127789|127796|127797|128938|128964|128972|135154|135645|135845|135958|136363|136703|136833|141357|141925|141997|142219|142235|142346|142420|142426|142477|142480|146035|146055|146078|150016|150358|152690|153684|153696|153858|155091|155092|156877|164273|166262|166800|166919|167698|167699|167700|167878|167879|5718|168717|169588|169593|169604|170000|188513|193802|194504|201838|212604|212930|213032|215424|222585|229806|234236|236518|17532|10580|19636|21439|24276|24341|28820|35900|10580|3750,5775,2008/5/11
3002997,Miami Blues,"Crime,Drama,Romance,Thriller",0,1990,4282|6.3|0000122100,7677|10167|43782|46707|15619|49122|15974|63957|68117|70277|83654|84262|85526|22676|86020|93080|94758|96076|96792|104041|104408|119354|124631|130035|135135|137611|33516|150469|157057|36578|37143|4386|173181|173897|176413|180154|185669|185849|188422|12621|204599|206299|218861|227997|36078|17284|816|22676|24495|33516|36578|37143|10167|1146,50,1990/4/22
25262280,Patch Adams,"Biography,Comedy,Drama",50000000,1998,49159|6.3|0000012100,9488|38553|41984|13373|44444|44706|45486|45571|45936|48010|49181|54321|55184|56355|60688|61456|61729|62172|63735|63965|66604|66943|67087|4530|67966|10951|74528|75633|78866|79739|79888|86235|86833|87647|88150|88762|89498|90305|92532|94156|12019|94326|94665|96155|96574|97008|97721|98756|99490|99966|101058|102530|103269|106292|108410|111078|112916|117884|127894|131258|134375|137923|137924|138636|138801|138927|138999|139418|142519|143959|143972|145745|146617|147512|148300|149101|149766|149781|154495|157222|157807|162036|163219|163292|164477|37701|165492|166907|6902|169384|170018|179885|180815|181897|183967|186271|187403|188423|193531|196254|198568|198881|200197|200925|202236|205843|208762|208768|209876|215242|216516|217688|218306|221397|226468|227350|227558|229301|229903|230704|232724|18832|19542|21215|25839|29427|29665|30269|13373|14092|37688|14092|2592,1375,1998/12/27
21761408,Red,"Action,Comedy,Crime,Thriller,Animation,Horror,Mystery,Short,Drama,Fantasy",58000000,2010,131098|7|0000013200,8877|9125|39907|40497|40665|40666|2217|9125|30171|14812|45905|54629|55781|58089|58191|58711|63452|63902|64467|64834|64942|19333|71276|71457|73683|20537|79214|21844|82448|85402|86429|89931|92796|96311|99121|99567|101456|102180|102429|103111|104108|105241|109157|113082|12821|114850|114851|117207|2217|118248|28970|118289|118554|121061|121829|122831|30171|128154|128324|128911|129063|130119|131067|136574|136645|137049|137359|139846|146431|147298|149111|149281|149695|149843|152752|153715|154507|156752|158010|158502|161274|162793|163742|37725|165269|4069|6097|172563|172901|173966|174107|174717|177221|180143|181563|183341|185546|185733|187891|188533|191771|193496|197745|202354|203917|29454|214096|216111|217562|226001|226376|232851|232959|233467|233614|235229|236142|15765|20194|2217|30021|9125|30171|30452|32175|34667|36586|2217|9125|14042|14812|166|2217|2412|2687|3376,6735,2010/10/17
35142554,National Treasure,"Action,Adventure,Mystery,Thriller",100000000,2004,164089|6.8|0000013200,8893|15818|12476|33919|37552|37553|44969|45470|49399|50960|51603|52770|53728|54245|54322|55325|10671|60928|62794|5|69123|74240|75941|76682|20939|79453|79790|79994|86120|86136|87318|89389|89849|93980|98564|25782|102753|103576|106786|112022|118135|118296|118349|119882|122729|126288|128508|131352|133388|133777|136081|138347|141208|141615|142173|145652|146385|149096|150371|153302|153816|157177|158161|36894|6573|169900|171799|174994|180522|181657|184075|188099|192419|202132|202155|204842|206777|208892|216037|219638|226291|229962|234703|236091|15818|17642|29125|30719|33381|33919|35228|35255|14572|36576|37023|14572|829,3806,2004/11/21
50342878,Mr. & Mrs. Smith,"Action,Comedy,Romance",110000000,2005,195019|6.4|0000122100,8635|26045|44544|45601|45608|47286|47937|50291|56020|57781|59061|60108|60397|60480|63356|69587|69970|70403|73386|74228|75597|76935|77625|79530|82218|88160|95664|97236|97288|98581|100340|26045|107700|109216|113383|113559|116860|118725|122150|122708|123593|125587|128542|128770|129266|129579|31549|135521|139295|141358|141980|144157|146303|147190|159352|159484|36728|159866|160355|161333|14776|37826|165310|165549|165908|166571|167372|6539|169886|170014|172349|172578|179396|180776|182583|182816|184020|185090|189401|189981|194552|194930|195441|197102|197123|197606|12248|202985|206463|207386|207738|207770|29581|212155|215707|217264|219347|219878|221278|226696|229439|230449|232041|232842|233595|16943|18242|21118|21277|21703|22757|27827|28963|29295|36963|37826|2002|221,3652,2005/6/12
4712341,In the Land of Women,"Comedy,Drama,Romance",10000000,2007,21382|6.5|0000012101,8654|12327|5|57781|69001|11763|120478|120820|137290|159357|161926|7222|170065|182731|185721|190482|191792|200143|201736|205765|207305|210886|33157|223405|227425|227841|232219|234829|22783|25549|12328|25806|12327|481,4422,2007/4/22
8065,Jesus Henry Christ,Comedy,0,2012,2670|6.1|0000112101,8454|12599|44260|57089|62434|62641|65488|65726|70610|73337|90610|98738|99544|102479|112688|112720|112723|114951|116035|122021|122949|125541|136499|146500|150383|155810|164410|7140|7210|169019|175989|19032|195509|208030|210197|215185|224944|228829|230233|230234|232269|233877|233960|37790|17030|18604|22495|30160|32568|32816|37409|12599|2325,7063,2012/4/22
20170,Code 46,"Drama,Romance,Sci-Fi,Thriller",7500000,2003,14118|6.2|0000122100,9894|39540|50605|77049|78236|96529|96604|99878|107496|110201|115599|115771|135008|13781|146044|146680|147896|165663|5297|5330|171507|171862|183086|188729|201049|203674|204871|210053|212228|213718|215890|224041|226847|232001|232927|233002|20734|23370|25347|32767|36048|14855|1875|3832,3565,2004/8/8
21856389,Unknown,"Action,Mystery,Thriller",30000000,2011,130332|6.9|0000013200,9112|39210|10925|43547|50266|51826|55015|75778|75900|77451|83247|88702|89878|104526|107081|107090|112601|114398|12869|119801|125034|128248|130937|135078|31948|135913|140756|144362|145463|151192|151770|151964|162754|163929|6389|6744|188591|193903|194438|198919|200442|202155|206314|207142|223742|230958|231884|234568|15768|19298|20499|21018|21527|22640|22715|23548|26574|28735|29228|29450|29563|32410|32777|34483|37860|10880|2165,7076,2011/2/20
32207000,Hung fan kui,"Action,Comedy,Crime,Thriller",7500000,1995,18730|6.6|0000023100,|41511|35765|45165|47082|47411|59237|10771|63185|63556|63643|64179|68507|78490|79586|81018|81430|81515|81797|84848|85118|94777|95402|95919|104466|106708|108841|109031|109342|111352|112008|115219|117715|118002|118008|127640|128830|130216|142713|148294|149098|149665|156300|157878|161586|167455|6686|7360|177512|179650|196787|205715|212450|215663|227764|236200|18692|18693|24313|27122|35741|36437|14514|2076,412,1996/7/14
10003,Chelsea Walls,Drama,0,2001,1651|4.9|1001111001,9769|39190|42617|43394|19104|39532|19598|71776|75877|78256|11903|91794|105530|109110|2012|118174|6783|144912|145359|152178|14753|14795|167483|167631|7248|19845|183426|4958|197064|208531|32423|43418|233746|234038|15270|19104|25565|26290|28357|33925|34707|36583|14847|11903|2859,2282,2002/4/21
4237,Without the King,Documentary,0,2007,114|6.8|00.0012201,||103523|147068|5617|218624|218917|29143|33426|14212|14212|22,6060,2008/4/27
6463278,The Spirit,"Action,Comedy,Crime,Fantasy",60000000,2008,41558|4.8|0001111000,8119|39891|13069|45653|47589|5|48227|49899|52158|55400|57029|58533|60179|60298|71950|76858|84517|86763|95569|24952|105773|107620|109512|111052|111874|112813|115187|120167|13069|127089|132248|133604|2719|133906|137279|147751|150575|156249|156615|162139|163938|164697|167847|6295|179541|181630|188245|189812|196094|25206|199903|201018|206235|210025|210391|211258|216502|232224|15504|17819|20017|20123|27621|28158|28845|29125|31088|31848|33226|36576|37077|13069|2719,5648,2008/12/28
1351786,Kabhi Alvida Naa Kehna,Drama,12824000,2006,7097|5.7|1000011002,8898|38813|40810|8598|15044|47957|47969|49210|15859|49741|50621|51369|51974|54259|54584|56954|58052|61031|66513|68970|69322|70708|70899|71662|72180|76931|79367|85428|87885|89841|93456|93633|93645|96481|97813|97817|97820|97822|100140|102353|25937|108863|115284|120918|5|122177|124130|125628|130170|136077|136505|143067|149707|150347|154624|163258|164141|164526|165939|167395|5916|6094|6324|170181|170504|171682|175332|175687|175734|175863|175886|176357|179167|181900|187677|190788|5|200428|200717|201615|201909|202128|202731|204242|209380|211269|212464|213259|219092|219214|219477|219801|220752|225589|227931|236835|24535|25207|29504|8598|2243,4783,2006/8/13
3176,Red,"Drama,Thriller",2500000,2008,6953|7|0000013200,9340|41038|35584|59765|19333|76850|77317|79277|80034|82993|83107|93893|41038|116705|121837|138333|148350|149053|152493|164400|5398|173432|174232|184004|184593|203389|217572|217941|224970|15386|16913|11166|20536|27298|30815|32449|35448|11166|12980|2567,5992,2008/8/10
180660,Kiss Kiss Bang Bang,"Action,Comedy,Crime,Mystery,Thriller",15000000,2005,118514|7.7|0000002311,8732|10431|40484|16668|57118|58321|61560|70674|20494|74539|20631|76048|78917|79003|11442|85188|87894|102866|103307|107285|116575|117905|118102|29261|120031|120353|125585|130107|132698|138179|142608|147888|148892|149754|5|158095|164270|167240|6389|170159|170841|178706|185411|186285|188319|193301|195387|195737|202857|205004|29581|215624|215803|216629|219936|221996|226854|235253|236678|15220|20499|29798|32410|34483|10431|198,3865,2005/10/23
